team,elo_after,season,date,elo_before
Sporting Kansas City,1558.984738048645,2013,2013-04-27,1577.128441823623
Columbus Crew,1531.3789752335517,2013,2013-04-27,1519.0818884512717
New England Revolution,1461.5551051901964,2013,2013-04-27,1446.949469132423
Vancouver Whitecaps,1454.0957605659519,2013,2013-04-27,1454.6884692928586
Montreal Impact,1532.3792851796916,2013,2013-04-27,1521.2388901817544
Toronto FC,1411.1441189073444,2013,2013-04-27,1423.27689777495
San Jose Earthquakes,1520.3489093150622,2013,2013-04-27,1519.976314064098
Los Angeles Galaxy,1607.9675759449512,2013,2013-04-27,1587.9971006166415
Portland Timbers,1498.830981402047,2013,2013-04-27,1480.687277627069
DC United,1453.5860782926063,2013,2013-04-27,1465.8831650748864
Philadelphia Union,1466.03227121513,2013,2013-04-27,1480.6379072729035
FC Dallas,1538.1065271487896,2013,2013-04-27,1537.513818421883
Chicago Fire,1470.6610415134674,2013,2013-04-27,1481.8014365114045
New York Red Bulls,1531.5651777730677,2013,2013-04-27,1519.4323989054622
Houston Dynamo,1540.308175648245,2013,2013-04-28,1546.262388707326
Colorado Rapids,1463.1311872107763,2013,2013-04-28,1457.1769741516953
Portland Timbers,1494.3218779394595,2013,2013-05-02,1498.830981402047
New England Revolution,1466.064208652784,2013,2013-05-02,1461.5551051901964
Colorado Rapids,1470.1928055738917,2013,2013-05-04,1463.1311872107763
Real Salt Lake,1516.8005236157176,2013,2013-05-04,1506.2137283267764
Columbus Crew,1516.0233426604857,2013,2013-05-04,1531.3789752335517
Philadelphia Union,1464.5725206810612,2013,2013-05-04,1466.03227121513
San Jose Earthquakes,1517.373851746325,2013,2013-05-04,1520.3489093150622
Toronto FC,1404.0825005442289,2013,2013-05-04,1411.1441189073444
Vancouver Whitecaps,1443.5089652770107,2013,2013-05-04,1454.0957605659519
New York Red Bulls,1546.9208103461337,2013,2013-05-04,1531.5651777730677
Seattle Sounders,1525.0175734279305,2013,2013-05-04,1523.5578228938616
Montreal Impact,1535.3543427484287,2013,2013-05-04,1532.3792851796916
Los Angeles Galaxy,1590.5880537255834,2013,2013-05-05,1607.9675759449512
Sporting Kansas City,1568.5025282379795,2013,2013-05-05,1558.984738048645
Houston Dynamo,1557.6876978676128,2013,2013-05-05,1540.308175648245
Chivas USA,1420.8771348021467,2013,2013-05-05,1430.394924991481
San Jose Earthquakes,1522.8114371441552,2013,2013-05-08,1517.373851746325
FC Dallas,1533.405731693122,2013,2013-05-08,1538.1065271487896
Sporting Kansas City,1551.8104983983005,2013,2013-05-08,1568.5025282379795
New England Revolution,1452.3740132529833,2013,2013-05-08,1466.064208652784
New York Red Bulls,1555.1946428897568,2013,2013-05-08,1546.9208103461337
DC United,1431.3516876811436,2013,2013-05-08,1453.5860782926063
Toronto FC,1398.6449151463987,2013,2013-05-08,1404.0825005442289
Portland Timbers,1499.022673395127,2013,2013-05-08,1494.3218779394595
Seattle Sounders,1541.7096032676095,2013,2013-05-08,1525.0175734279305
Real Salt Lake,1530.4907190155182,2013,2013-05-08,1516.8005236157176
Montreal Impact,1527.0805102048057,2013,2013-05-08,1535.3543427484287
Houston Dynamo,1579.9220884790755,2013,2013-05-08,1557.6876978676128
FC Dallas,1539.1201664612736,2013,2013-05-11,1533.405731693122
Columbus Crew,1490.8826285484613,2013,2013-05-11,1516.0233426604857
New England Revolution,1452.471432209054,2013,2013-05-11,1452.3740132529833
Vancouver Whitecaps,1463.9332269006518,2013,2013-05-11,1443.5089652770107
Seattle Sounders,1556.7968726472986,2013,2013-05-11,1541.7096032676095
Montreal Impact,1535.8277875341003,2013,2013-05-11,1527.0805102048057
Chicago Fire,1455.1066598204015,2013,2013-05-11,1470.6610415134674
DC United,1425.6372529129922,2013,2013-05-11,1431.3516876811436
Colorado Rapids,1495.3335196859161,2013,2013-05-11,1470.1928055738917
New York Red Bulls,1555.097223933686,2013,2013-05-11,1555.1946428897568
Los Angeles Galaxy,1570.1637921019424,2013,2013-05-11,1590.5880537255834
San Jose Earthquakes,1507.724167764466,2013,2013-05-11,1522.8114371441552
Real Salt Lake,1521.7434416862236,2013,2013-05-11,1530.4907190155182
Philadelphia Union,1480.126902374127,2013,2013-05-11,1464.5725206810612
Houston Dynamo,1563.6874737960827,2013,2013-05-12,1579.9220884790755
Portland Timbers,1510.1089830702645,2013,2013-05-12,1499.022673395127
Sporting Kansas City,1568.0451130812933,2013,2013-05-12,1551.8104983983005
Chivas USA,1409.7908251270092,2013,2013-05-12,1420.8771348021467
Philadelphia Union,1458.5248685204297,2013,2013-05-15,1480.126902374127
Los Angeles Galaxy,1591.7658259556397,2013,2013-05-15,1570.1637921019424
San Jose Earthquakes,1503.972297782067,2013,2013-05-18,1507.724167764466
Seattle Sounders,1568.9231663218125,2013,2013-05-18,1556.7968726472986
Houston Dynamo,1535.9194611484734,2013,2013-05-18,1563.6874737960827
Philadelphia Union,1467.0548148507562,2013,2013-05-18,1458.5248685204297
Vancouver Whitecaps,1462.088934033947,2013,2013-05-18,1463.9332269006518
Toronto FC,1386.3768598636934,2013,2013-05-18,1398.6449151463987
Colorado Rapids,1499.0853896683152,2013,2013-05-18,1495.3335196859161
FC Dallas,1526.9938727867598,2013,2013-05-18,1539.1201664612736
New England Revolution,1480.2394448566633,2013,2013-05-18,1452.471432209054
Chicago Fire,1446.576713490075,2013,2013-05-18,1455.1066598204015
Portland Timbers,1511.9532759369692,2013,2013-05-18,1510.1089830702645
Columbus Crew,1503.1506838311666,2013,2013-05-18,1490.8826285484613
Chivas USA,1389.5129905629185,2013,2013-05-19,1409.7908251270092
DC United,1427.094737553816,2013,2013-05-19,1425.6372529129922
New York Red Bulls,1564.9337439252704,2013,2013-05-19,1555.097223933686
Real Salt Lake,1542.0212762503143,2013,2013-05-19,1521.7434416862236
Sporting Kansas City,1566.5876284404694,2013,2013-05-19,1568.0451130812933
Los Angeles Galaxy,1581.9293059640554,2013,2013-05-19,1591.7658259556397
Colorado Rapids,1507.3776084503224,2013,2013-05-25,1499.0853896683152
Real Salt Lake,1535.9030086628215,2013,2013-05-25,1542.0212762503143
FC Dallas,1534.9139574034716,2013,2013-05-25,1526.9938727867598
New England Revolution,1489.1228379923054,2013,2013-05-25,1480.2394448566633
DC United,1408.3107824698316,2013,2013-05-25,1427.094737553816
Montreal Impact,1545.712472582114,2013,2013-05-25,1535.8277875341003
Chivas USA,1381.2207717809113,2013,2013-05-25,1389.5129905629185
Chicago Fire,1452.6949810775677,2013,2013-05-25,1446.576713490075
San Jose Earthquakes,1496.0522131653552,2013,2013-05-25,1503.972297782067
Toronto FC,1377.4934667280513,2013,2013-05-25,1386.3768598636934
Portland Timbers,1530.7372310209537,2013,2013-05-25,1511.9532759369692
Philadelphia Union,1457.1701298027424,2013,2013-05-25,1467.0548148507562
Los Angeles Galaxy,1597.358606731138,2013,2013-05-26,1581.9293059640554
New York Red Bulls,1559.7176180291317,2013,2013-05-26,1564.9337439252704
Sporting Kansas City,1562.2759102228931,2013,2013-05-26,1566.5876284404694
Seattle Sounders,1553.4938655547298,2013,2013-05-26,1568.9231663218125
Columbus Crew,1508.3668097273053,2013,2013-05-26,1503.1506838311666
Houston Dynamo,1540.2311793660497,2013,2013-05-26,1535.9194611484734
Chivas USA,1366.9120188125082,2013,2013-06-01,1381.2207717809113
Real Salt Lake,1548.8787906229634,2013,2013-06-01,1535.9030086628215
Colorado Rapids,1504.9104729699147,2013,2013-06-01,1507.3776084503224
Sporting Kansas City,1546.3944984193365,2013,2013-06-01,1562.2759102228931
Columbus Crew,1506.0432003623164,2013,2013-06-01,1508.3668097273053
New York Red Bulls,1541.5437026839625,2013,2013-06-01,1559.7176180291317
Toronto FC,1376.7923230562212,2013,2013-06-01,1377.4934667280513
Seattle Sounders,1567.8026185231329,2013,2013-06-01,1553.4938655547298
San Jose Earthquakes,1483.0764312052133,2013,2013-06-01,1496.0522131653552
FC Dallas,1537.3810928838793,2013,2013-06-01,1534.9139574034716
Montreal Impact,1561.5938843856707,2013,2013-06-01,1545.712472582114
Houston Dynamo,1542.5547887310386,2013,2013-06-01,1540.2311793660497
Vancouver Whitecaps,1480.2628493791162,2013,2013-06-01,1462.088934033947
Philadelphia Union,1457.8712734745725,2013,2013-06-01,1457.1701298027424
Chicago Fire,1463.6175106710748,2013,2013-06-02,1452.6949810775677
Los Angeles Galaxy,1560.4805092866684,2013,2013-06-02,1597.358606731138
DC United,1397.3882528763245,2013,2013-06-02,1408.3107824698316
New England Revolution,1526.000935436775,2013,2013-06-02,1489.1228379923054
Philadelphia Union,1475.7616680719702,2013,2013-06-05,1457.8712734745725
Columbus Crew,1488.1528057649186,2013,2013-06-05,1506.0432003623164
Seattle Sounders,1573.8887356646444,2013,2013-06-08,1567.8026185231329
Real Salt Lake,1562.395367723445,2013,2013-06-08,1548.8787906229634
Chicago Fire,1462.4852442852489,2013,2013-06-08,1463.6175106710748
New England Revolution,1519.076563303526,2013,2013-06-08,1526.000935436775
Vancouver Whitecaps,1474.1767322376047,2013,2013-06-08,1480.2628493791162
Los Angeles Galaxy,1546.9639321861869,2013,2013-06-08,1560.4805092866684
Portland Timbers,1531.8694974067796,2013,2013-06-08,1530.7372310209537
DC United,1404.3126250095736,2013,2013-06-08,1397.3882528763245
Vancouver Whitecaps,1484.2894358931333,2013,2013-06-15,1474.1767322376047
Colorado Rapids,1488.8668743471612,2013,2013-06-15,1504.9104729699147
Columbus Crew,1504.7795106983322,2013,2013-06-15,1488.1528057649186
DC United,1388.0959002750442,2013,2013-06-15,1404.3126250095736
Portland Timbers,1540.684130998529,2013,2013-06-15,1531.8694974067796
New England Revolution,1508.9638596479974,2013,2013-06-15,1519.076563303526
San Jose Earthquakes,1499.1200298279668,2013,2013-06-15,1483.0764312052133
Montreal Impact,1544.9671794522571,2013,2013-06-15,1561.5938843856707
Toronto FC,1393.0090477907506,2013,2013-06-15,1376.7923230562212
FC Dallas,1528.5664592921298,2013,2013-06-15,1537.3810928838793
Los Angeles Galaxy,1543.403524506432,2013,2013-06-19,1546.9639321861869
Vancouver Whitecaps,1492.298386824519,2013,2013-06-19,1484.2894358931333
Chicago Fire,1471.9799382524989,2013,2013-06-19,1462.4852442852489
Montreal Impact,1557.809891005814,2013,2013-06-19,1544.9671794522571
Portland Timbers,1544.244538678284,2013,2013-06-19,1540.684130998529
Chivas USA,1358.9030678811225,2013,2013-06-19,1366.9120188125082
Colorado Rapids,1479.3721803799112,2013,2013-06-19,1488.8668743471612
Houston Dynamo,1529.7120771774817,2013,2013-06-19,1542.5547887310386
Real Salt Lake,1575.9066800416472,2013,2013-06-22,1562.395367723445
Houston Dynamo,1522.6038189945687,2013,2013-06-22,1529.7120771774817
FC Dallas,1525.780101046189,2013,2013-06-22,1528.5664592921298
Columbus Crew,1488.4038222681975,2013,2013-06-22,1504.7795106983322
DC United,1400.4765324899602,2013,2013-06-22,1388.0959002750442
Seattle Sounders,1560.3774233464421,2013,2013-06-22,1573.8887356646444
Toronto FC,1400.1173059736636,2013,2013-06-22,1393.0090477907506
Sporting Kansas City,1549.1808566652774,2013,2013-06-22,1546.3944984193365
Chicago Fire,1488.3556266826336,2013,2013-06-22,1471.9799382524989
San Jose Earthquakes,1486.7393976130509,2013,2013-06-22,1499.1200298279668
Chivas USA,1349.7653941194217,2013,2013-06-23,1358.9030678811225
Portland Timbers,1555.965460194998,2013,2013-06-23,1544.244538678284
Philadelphia Union,1494.7000976796462,2013,2013-06-23,1475.7616680719702
Los Angeles Galaxy,1552.5411982681328,2013,2013-06-23,1543.403524506432
Colorado Rapids,1467.6512588631972,2013,2013-06-23,1479.3721803799112
New York Red Bulls,1522.6052730762865,2013,2013-06-23,1541.5437026839625
Chivas USA,1351.7904773128323,2013,2013-06-29,1349.7653941194217
San Jose Earthquakes,1497.5620335082117,2013,2013-06-29,1486.7393976130509
Sporting Kansas City,1555.9929478763788,2013,2013-06-29,1549.1808566652774
DC United,1388.194121501629,2013,2013-06-29,1400.4765324899602
Montreal Impact,1539.827779184386,2013,2013-06-29,1557.809891005814
Philadelphia Union,1492.3504244578426,2013,2013-06-29,1494.7000976796462
Toronto FC,1390.6942331301798,2013,2013-06-29,1400.1173059736636
New England Revolution,1506.9387764545868,2013,2013-06-29,1508.9638596479974
Los Angeles Galaxy,1541.718562372972,2013,2013-06-29,1552.5411982681328
Columbus Crew,1481.591731057096,2013,2013-06-29,1488.4038222681975
Vancouver Whitecaps,1504.58079781285,2013,2013-06-29,1492.298386824519
Colorado Rapids,1485.6333706846253,2013,2013-06-29,1467.6512588631972
FC Dallas,1528.1297742679926,2013,2013-06-29,1525.780101046189
Real Salt Lake,1585.329752885131,2013,2013-06-29,1575.9066800416472
New York Red Bulls,1535.5628636617757,2013,2013-06-30,1522.6052730762865
Houston Dynamo,1509.6462284090794,2013,2013-06-30,1522.6038189945687
Real Salt Lake,1579.2747252117117,2013,2013-07-03,1585.329752885131
Seattle Sounders,1566.59358632058,2013,2013-07-03,1560.3774233464421
Sporting Kansas City,1551.0710714911384,2013,2013-07-03,1555.9929478763788
Chicago Fire,1497.2892138638924,2013,2013-07-03,1488.3556266826336
Toronto FC,1392.3800226279327,2013,2013-07-03,1390.6942331301798
Philadelphia Union,1498.4054521312619,2013,2013-07-03,1492.3504244578426
DC United,1381.9779585274912,2013,2013-07-03,1388.194121501629
Vancouver Whitecaps,1509.5026741980905,2013,2013-07-03,1504.58079781285
San Jose Earthquakes,1488.6284463269528,2013,2013-07-03,1497.5620335082117
Montreal Impact,1538.141989686633,2013,2013-07-03,1539.827779184386
Los Angeles Galaxy,1548.5489281884084,2013,2013-07-04,1541.718562372972
Colorado Rapids,1501.057120342181,2013,2013-07-04,1485.6333706846253
FC Dallas,1520.1925002806026,2013,2013-07-04,1528.1297742679926
Columbus Crew,1474.7613652416596,2013,2013-07-04,1481.591731057096
New York Red Bulls,1520.1391140042201,2013,2013-07-04,1535.5628636617757
Chivas USA,1359.7277513002223,2013,2013-07-04,1351.7904773128323
Vancouver Whitecaps,1525.290867119636,2013,2013-07-06,1509.5026741980905
Houston Dynamo,1517.9302282744773,2013,2013-07-06,1509.6462284090794
New England Revolution,1519.0357562125466,2013,2013-07-06,1506.9387764545868
Seattle Sounders,1550.8053933990345,2013,2013-07-06,1566.59358632058
Philadelphia Union,1490.121452265864,2013,2013-07-06,1498.4054521312619
San Jose Earthquakes,1476.531466568993,2013,2013-07-06,1488.6284463269528
Los Angeles Galaxy,1560.1859039096646,2013,2013-07-07,1548.5489281884084
Colorado Rapids,1494.3558637046344,2013,2013-07-07,1501.057120342181
Montreal Impact,1530.1645628575557,2013,2013-07-07,1538.141989686633
Columbus Crew,1486.1128102648493,2013,2013-07-07,1474.7613652416596
Chicago Fire,1483.7022457771686,2013,2013-07-07,1497.2892138638924
FC Dallas,1508.5555245593464,2013,2013-07-07,1520.1925002806026
DC United,1388.6792151650377,2013,2013-07-07,1381.9779585274912
Chivas USA,1367.7051781292996,2013,2013-07-07,1359.7277513002223
Portland Timbers,1544.6140151718084,2013,2013-07-07,1555.965460194998
Sporting Kansas City,1564.6580395778622,2013,2013-07-07,1551.0710714911384
Philadelphia Union,1497.9512321793145,2013,2013-07-12,1490.121452265864
Chivas USA,1359.8753982158491,2013,2013-07-12,1367.7051781292996
Portland Timbers,1553.754045605608,2013,2013-07-13,1544.6140151718084
San Jose Earthquakes,1487.6445398204855,2013,2013-07-13,1476.531466568993
FC Dallas,1485.7898875675025,2013,2013-07-13,1508.5555245593464
Sporting Kansas City,1571.9069589838664,2013,2013-07-13,1564.6580395778622
New England Revolution,1503.6390404634958,2013,2013-07-13,1519.0357562125466
New York Red Bulls,1536.9391976070153,2013,2013-07-13,1520.1391140042201
Los Angeles Galaxy,1551.045873475865,2013,2013-07-13,1560.1859039096646
Seattle Sounders,1539.692320147542,2013,2013-07-13,1550.8053933990345
Real Salt Lake,1602.0403622035556,2013,2013-07-13,1579.2747252117117
Toronto FC,1385.1311032219285,2013,2013-07-13,1392.3800226279327
Houston Dynamo,1533.326944023528,2013,2013-07-13,1517.9302282744773
Montreal Impact,1513.3644792547605,2013,2013-07-13,1530.1645628575557
Vancouver Whitecaps,1536.33622501008,2013,2013-07-14,1525.290867119636
Chicago Fire,1472.6568878867247,2013,2013-07-14,1483.7022457771686
Chivas USA,1369.3329244088434,2013,2013-07-17,1359.8753982158491
Colorado Rapids,1503.2919294255785,2013,2013-07-17,1494.3558637046344
Toronto FC,1375.6735770289342,2013,2013-07-17,1385.1311032219285
New England Revolution,1494.7029747425518,2013,2013-07-17,1503.6390404634958
Los Angeles Galaxy,1559.2218892435312,2013,2013-07-20,1551.045873475865
Real Salt Lake,1585.7447384154482,2013,2013-07-20,1602.0403622035556
Chicago Fire,1483.4714264328027,2013,2013-07-20,1472.6568878867247
Columbus Crew,1463.4833629259438,2013,2013-07-20,1486.1128102648493
Philadelphia Union,1496.4328966741243,2013,2013-07-20,1497.9512321793145
Montreal Impact,1509.1461110423836,2013,2013-07-20,1513.3644792547605
Seattle Sounders,1535.2092099709364,2013,2013-07-20,1539.692320147542
Toronto FC,1377.7679535276113,2013,2013-07-20,1375.6735770289342
Vancouver Whitecaps,1528.1602092424137,2013,2013-07-20,1536.33622501008
Sporting Kansas City,1588.2025827719738,2013,2013-07-20,1571.9069589838664
DC United,1377.8646766189597,2013,2013-07-20,1388.6792151650377
New England Revolution,1517.3324220814573,2013,2013-07-20,1494.7029747425518
Portland Timbers,1555.2723811107983,2013,2013-07-20,1553.754045605608
FC Dallas,1490.0082557798794,2013,2013-07-20,1485.7898875675025
Colorado Rapids,1507.775039602184,2013,2013-07-20,1503.2919294255785
New York Red Bulls,1534.8448211083382,2013,2013-07-20,1536.9391976070153
San Jose Earthquakes,1498.529669452393,2013,2013-07-27,1487.6445398204855
Houston Dynamo,1528.4498691949561,2013,2013-07-27,1533.326944023528
Colorado Rapids,1523.275838056768,2013,2013-07-27,1507.775039602184
DC United,1367.2220107672188,2013,2013-07-27,1377.8646766189597
Montreal Impact,1520.423622097394,2013,2013-07-27,1509.1461110423836
New York Red Bulls,1545.1601645997061,2013,2013-07-27,1534.8448211083382
Vancouver Whitecaps,1511.8166672123507,2013,2013-07-27,1528.1602092424137
Toronto FC,1389.2748590563303,2013,2013-07-27,1377.7679535276113
Portland Timbers,1544.387251478891,2013,2013-07-27,1555.2723811107983
Chicago Fire,1488.3485012613746,2013,2013-07-27,1483.4714264328027
Los Angeles Galaxy,1543.7210907889473,2013,2013-07-27,1559.2218892435312
New England Revolution,1527.9750879331982,2013,2013-07-27,1517.3324220814573
Sporting Kansas City,1576.9250717169634,2013,2013-07-27,1588.2025827719738
