season,date,home_team,home_final,away_final,away_team,penalties
2015,2015-10-03,Toronto FC,3,1,Philadelphia Union,0
2015,2015-10-04,Seattle Sounders,1,1,Los Angeles Galaxy,0
2015,2015-10-04,Colorado Rapids,1,2,Real Salt Lake,0
2015,2015-10-04,FC Dallas,4,1,Houston Dynamo,0
2015,2015-10-07,Vancouver Whitecaps,0,0,FC Dallas,0
2015,2015-10-07,New York Red Bulls,2,1,Montreal Impact,0
2015,2015-10-10,Colorado Rapids,0,1,Montreal Impact,0
2015,2015-10-14,Real Salt Lake,0,1,Portland Timbers,0
2015,2015-10-14,FC Dallas,2,0,Vancouver Whitecaps,0
2015,2015-10-14,Toronto FC,2,1,New York Red Bulls,0
2015,2015-10-16,San Jose Earthquakes,1,0,Sporting Kansas City,0
2015,2015-10-16,Orlando City,2,1,New York City,0
2015,2015-10-17,Real Salt Lake,0,1,FC Dallas,0
2015,2015-10-17,New England Revolution,0,1,Montreal Impact,0
2015,2015-10-17,Toronto FC,0,2,Columbus Crew,0
2015,2015-10-18,Los Angeles Galaxy,2,5,Portland Timbers,0
2015,2015-10-18,Houston Dynamo,1,1,Seattle Sounders,0
2015,2015-10-18,New York Red Bulls,4,1,Philadelphia Union,0
2015,2015-10-18,DC United,4,0,Chicago Fire,0
2015,2015-10-21,Sporting Kansas City,0,2,Colorado Rapids,0
2015,2015-10-25,Chicago Fire,1,2,New York Red Bulls,0
2015,2015-10-25,FC Dallas,2,1,San Jose Earthquakes,0
2015,2015-10-25,Portland Timbers,4,1,Colorado Rapids,0
2015,2015-10-25,Seattle Sounders,3,1,Real Salt Lake,0
2015,2015-10-25,Sporting Kansas City,2,1,Los Angeles Galaxy,0
2015,2015-10-25,Vancouver Whitecaps,3,0,Houston Dynamo,0
2015,2015-10-25,Columbus Crew,5,0,DC United,0
2015,2015-10-25,Montreal Impact,2,1,Toronto FC,0
2015,2015-10-25,New York City,1,3,New England Revolution,0
2015,2015-10-25,Philadelphia Union,1,0,Orlando City,0
2015,2015-10-28,Seattle Sounders,3,2,Los Angeles Galaxy,0
2015,2015-10-28,DC United,2,1,New England Revolution,0
2015,2015-10-29,Portland Timbers,3,2,Sporting Kansas City,1
2015,2015-10-29,Montreal Impact,3,0,Toronto FC,0
2015,2015-11-01,Seattle Sounders,2,1,FC Dallas,0
2015,2015-11-01,Montreal Impact,2,1,Columbus Crew,0
2015,2015-11-01,Portland Timbers,0,0,Vancouver Whitecaps,0
2015,2015-11-01,DC United,0,1,New York Red Bulls,0
2015,2015-11-08,Vancouver Whitecaps,0,2,Portland Timbers,0
2015,2015-11-08,FC Dallas,3,1,Seattle Sounders,1
2015,2015-11-08,Columbus Crew,3,1,Montreal Impact,1
2015,2015-11-08,New York Red Bulls,1,0,DC United,0
2015,2015-11-22,Portland Timbers,3,1,FC Dallas,0
2015,2015-11-22,Columbus Crew,2,0,New York Red Bulls,0
2015,2015-11-29,New York Red Bulls,1,0,Columbus Crew,0
2015,2015-11-29,FC Dallas,2,2,Portland Timbers,0
2015,2015-12-06,Columbus Crew,1,2,Portland Timbers,0
2016,2016-03-06,Los Angeles Galaxy,4,1,DC United,0
2016,2016-03-06,Seattle Sounders,0,1,Sporting Kansas City,0
2016,2016-03-06,Vancouver Whitecaps,2,3,Montreal Impact,0
2016,2016-03-06,Portland Timbers,2,1,Columbus Crew,0
2016,2016-03-06,FC Dallas,2,0,Philadelphia Union,0
2016,2016-03-06,Houston Dynamo,3,3,New England Revolution,0
2016,2016-03-06,San Jose Earthquakes,1,0,Colorado Rapids,0
2016,2016-03-06,Chicago Fire,3,4,New York City,0
2016,2016-03-06,Orlando City,2,2,Real Salt Lake,0
2016,2016-03-06,New York Red Bulls,0,2,Toronto FC,0
2016,2016-03-11,Orlando City,1,1,Chicago Fire,0
2016,2016-03-12,Houston Dynamo,5,0,FC Dallas,0
2016,2016-03-12,Sporting Kansas City,2,1,Vancouver Whitecaps,0
2016,2016-03-12,Columbus Crew,1,2,Philadelphia Union,0
2016,2016-03-12,Colorado Rapids,1,0,Los Angeles Galaxy,0
2016,2016-03-12,Montreal Impact,3,0,New York Red Bulls,0
2016,2016-03-12,Real Salt Lake,2,1,Seattle Sounders,0
2016,2016-03-12,New England Revolution,0,0,DC United,0
2016,2016-03-13,San Jose Earthquakes,2,1,Portland Timbers,0
2016,2016-03-13,New York City,2,2,Toronto FC,0
2016,2016-03-18,New York City,0,1,Orlando City,0
2016,2016-03-19,Los Angeles Galaxy,3,1,San Jose Earthquakes,0
2016,2016-03-19,Portland Timbers,2,2,Real Salt Lake,0
2016,2016-03-19,Seattle Sounders,1,2,Vancouver Whitecaps,0
2016,2016-03-19,FC Dallas,2,0,Montreal Impact,0
2016,2016-03-19,New York Red Bulls,4,3,Houston Dynamo,0
2016,2016-03-19,Chicago Fire,0,0,Columbus Crew,0
2016,2016-03-20,Sporting Kansas City,1,0,Toronto FC,0
2016,2016-03-20,DC United,1,1,Colorado Rapids,0
2016,2016-03-20,Philadelphia Union,3,0,New England Revolution,0
2016,2016-03-26,Vancouver Whitecaps,1,0,Houston Dynamo,0
2016,2016-03-26,DC United,0,3,FC Dallas,0
2016,2016-03-26,New York City,1,1,New England Revolution,0
2016,2016-04-01,New England Revolution,1,0,New York Red Bulls,0
2016,2016-04-02,San Jose Earthquakes,1,1,DC United,0
2016,2016-04-02,Seattle Sounders,1,0,Montreal Impact,0
2016,2016-04-02,Vancouver Whitecaps,0,0,Los Angeles Galaxy,0
2016,2016-04-02,FC Dallas,1,1,Columbus Crew,0
2016,2016-04-02,Sporting Kansas City,1,2,Real Salt Lake,0
2016,2016-04-02,Colorado Rapids,1,0,Toronto FC,0
2016,2016-04-02,Chicago Fire,1,0,Philadelphia Union,0
2016,2016-04-03,Orlando City,4,1,Portland Timbers,0
2016,2016-04-08,Philadelphia Union,2,1,Orlando City,0
2016,2016-04-09,Real Salt Lake,1,0,Colorado Rapids,0
2016,2016-04-09,FC Dallas,2,2,San Jose Earthquakes,0
2016,2016-04-09,New York Red Bulls,0,2,Sporting Kansas City,0
2016,2016-04-09,DC United,4,0,Vancouver Whitecaps,0
2016,2016-04-09,Montreal Impact,2,0,Columbus Crew,0
2016,2016-04-09,New England Revolution,1,1,Toronto FC,0
2016,2016-04-10,Los Angeles Galaxy,1,1,Portland Timbers,0
2016,2016-04-10,New York City,0,0,Chicago Fire,0
2016,2016-04-10,Houston Dynamo,1,1,Seattle Sounders,0
2016,2016-04-13,Portland Timbers,1,3,FC Dallas,0
2016,2016-04-13,San Jose Earthquakes,2,0,New York Red Bulls,0
2016,2016-04-13,Sporting Kansas City,1,2,Colorado Rapids,0
2016,2016-04-15,Houston Dynamo,1,4,Los Angeles Galaxy,0
2016,2016-04-16,Portland Timbers,3,1,San Jose Earthquakes,0
2016,2016-04-16,Real Salt Lake,1,0,Vancouver Whitecaps,0
2016,2016-04-16,Seattle Sounders,2,1,Philadelphia Union,0
2016,2016-04-16,Colorado Rapids,2,1,New York Red Bulls,0
2016,2016-04-16,Columbus Crew,3,2,New York City,0
2016,2016-04-16,Chicago Fire,1,2,Montreal Impact,0
2016,2016-04-16,DC United,0,1,Toronto FC,0
2016,2016-04-17,FC Dallas,2,1,Sporting Kansas City,0
2016,2016-04-17,Orlando City,2,2,New England Revolution,0
2016,2016-04-23,Los Angeles Galaxy,5,2,Real Salt Lake,0
2016,2016-04-23,Vancouver Whitecaps,3,0,FC Dallas,0
2016,2016-04-23,Colorado Rapids,3,1,Seattle Sounders,0
2016,2016-04-23,Columbus Crew,1,0,Houston Dynamo,0
2016,2016-04-23,DC United,3,0,New England Revolution,0
2016,2016-04-23,Montreal Impact,0,2,Toronto FC,0
2016,2016-04-23,Philadelphia Union,2,0,New York City,0
2016,2016-04-24,New York Red Bulls,3,2,Orlando City,0
2016,2016-04-24,San Jose Earthquakes,1,0,Sporting Kansas City,0
2016,2016-04-27,Vancouver Whitecaps,1,1,Sporting Kansas City,0
2016,2016-04-27,New England Revolution,1,1,Portland Timbers,0
2016,2016-04-27,New York City,1,1,Montreal Impact,0
2016,2016-04-29,New York Red Bulls,4,0,FC Dallas,0
2016,2016-04-30,Real Salt Lake,2,1,Houston Dynamo,0
2016,2016-04-30,New England Revolution,2,2,Orlando City,0
2016,2016-04-30,Chicago Fire,1,1,DC United,0
2016,2016-04-30,Montreal Impact,2,2,Colorado Rapids,0
2016,2016-04-30,New York City,3,2,Vancouver Whitecaps,0
2016,2016-04-30,Philadelphia Union,1,1,San Jose Earthquakes,0
2016,2016-04-30,Seattle Sounders,1,0,Columbus Crew,0
2016,2016-05-01,Sporting Kansas City,1,1,Los Angeles Galaxy,0
2016,2016-05-01,Portland Timbers,2,1,Toronto FC,0
2016,2016-05-06,Orlando City,1,1,New York Red Bulls,0
2016,2016-05-07,Seattle Sounders,2,0,San Jose Earthquakes,0
2016,2016-05-07,Colorado Rapids,1,0,Real Salt Lake,0
2016,2016-05-07,Houston Dynamo,2,0,Sporting Kansas City,0
2016,2016-05-07,Columbus Crew,4,4,Montreal Impact,0
2016,2016-05-07,Toronto FC,1,0,FC Dallas,0
2016,2016-05-07,Vancouver Whitecaps,2,1,Portland Timbers,0
2016,2016-05-08,DC United,0,2,New York City,0
2016,2016-05-08,Los Angeles Galaxy,4,2,New England Revolution,0
2016,2016-05-11,San Jose Earthquakes,3,1,Houston Dynamo,0
2016,2016-05-11,Vancouver Whitecaps,2,1,Chicago Fire,0
2016,2016-05-11,Colorado Rapids,1,0,Sporting Kansas City,0
2016,2016-05-11,FC Dallas,2,1,Portland Timbers,0
2016,2016-05-11,Philadelphia Union,2,2,Los Angeles Galaxy,0
2016,2016-05-13,DC United,2,0,New York Red Bulls,0
2016,2016-05-14,FC Dallas,2,0,Seattle Sounders,0
2016,2016-05-14,Columbus Crew,1,1,Colorado Rapids,0
2016,2016-05-14,New England Revolution,2,0,Chicago Fire,0
2016,2016-05-14,Toronto FC,3,4,Vancouver Whitecaps,0
2016,2016-05-14,Montreal Impact,1,1,Philadelphia Union,0
2016,2016-05-15,Portland Timbers,1,2,New York City,0
2016,2016-05-15,Sporting Kansas City,2,1,Orlando City,0
2016,2016-05-15,Houston Dynamo,1,0,Real Salt Lake,0
2016,2016-05-18,New York Red Bulls,1,0,Chicago Fire,0
2016,2016-05-18,Toronto FC,1,1,New York City,0
2016,2016-05-20,Philadelphia Union,1,0,DC United,0
2016,2016-05-21,Seattle Sounders,0,1,Colorado Rapids,0
2016,2016-05-21,Sporting Kansas City,1,3,Real Salt Lake,0
2016,2016-05-21,New England Revolution,2,4,FC Dallas,0
2016,2016-05-21,Orlando City,2,1,Montreal Impact,0
2016,2016-05-21,Chicago Fire,1,0,Houston Dynamo,0
2016,2016-05-21,Toronto FC,0,0,Columbus Crew,0
2016,2016-05-21,New York City,0,7,New York Red Bulls,0
2016,2016-05-22,Los Angeles Galaxy,1,1,San Jose Earthquakes,0
2016,2016-05-22,Portland Timbers,4,2,Vancouver Whitecaps,0
2016,2016-05-25,Orlando City,2,2,Philadelphia Union,0
2016,2016-05-27,Sporting Kansas City,0,1,DC United,0
2016,2016-05-28,San Jose Earthquakes,0,0,FC Dallas,0
2016,2016-05-28,Colorado Rapids,1,1,Philadelphia Union,0
2016,2016-05-28,Chicago Fire,1,1,Portland Timbers,0
2016,2016-05-28,Montreal Impact,3,2,Los Angeles Galaxy,0
2016,2016-05-28,Columbus Crew,4,3,Real Salt Lake,0
2016,2016-05-28,New England Revolution,2,1,Seattle Sounders,0
2016,2016-05-28,New York Red Bulls,3,0,Toronto FC,0
2016,2016-05-28,Vancouver Whitecaps,1,1,Houston Dynamo,0
2016,2016-05-29,New York City,2,2,Orlando City,0
2016,2016-06-01,Portland Timbers,1,0,San Jose Earthquakes,0
2016,2016-06-01,DC United,0,2,Seattle Sounders,0
2016,2016-06-01,Philadelphia Union,3,2,Columbus Crew,0
2016,2016-06-02,Los Angeles Galaxy,0,0,Sporting Kansas City,0
2016,2016-06-02,FC Dallas,1,1,Houston Dynamo,0
2016,2016-06-02,New York City,2,3,Real Salt Lake,0
2016,2016-06-18,Real Salt Lake,2,2,Portland Timbers,0
2016,2016-06-18,Colorado Rapids,2,1,Chicago Fire,0
2016,2016-06-18,Houston Dynamo,0,0,DC United,0
2016,2016-06-18,Columbus Crew,0,0,Montreal Impact,0
2016,2016-06-18,Orlando City,2,2,San Jose Earthquakes,0
2016,2016-06-18,Toronto FC,1,0,Los Angeles Galaxy,0
2016,2016-06-18,Vancouver Whitecaps,1,2,New England Revolution,0
2016,2016-06-18,New York City,3,2,Philadelphia Union,0
2016,2016-06-19,New York Red Bulls,2,0,Seattle Sounders,0
2016,2016-06-19,Sporting Kansas City,2,0,FC Dallas,0
2016,2016-06-22,Los Angeles Galaxy,0,0,Colorado Rapids,0
2016,2016-06-22,Real Salt Lake,2,1,New York Red Bulls,0
2016,2016-06-22,Philadelphia Union,4,3,Chicago Fire,0
2016,2016-06-25,San Jose Earthquakes,1,1,Los Angeles Galaxy,0
2016,2016-06-25,FC Dallas,2,0,Real Salt Lake,0
2016,2016-06-25,Columbus Crew,1,1,New York Red Bulls,0
2016,2016-06-25,Montreal Impact,2,2,Sporting Kansas City,0
2016,2016-06-25,Orlando City,3,2,Toronto FC,0
2016,2016-06-25,DC United,2,0,New England Revolution,0
2016,2016-06-25,Philadelphia Union,2,3,Vancouver Whitecaps,0
2016,2016-06-25,Seattle Sounders,0,2,New York City,0
2016,2016-06-26,Portland Timbers,3,2,Houston Dynamo,0
2016,2016-07-01,Real Salt Lake,1,1,DC United,0
2016,2016-07-01,Chicago Fire,1,0,San Jose Earthquakes,0
2016,2016-07-02,Houston Dynamo,1,0,Philadelphia Union,0
2016,2016-07-02,Toronto FC,1,1,Seattle Sounders,0
2016,2016-07-02,Montreal Impact,3,2,New England Revolution,0
2016,2016-07-03,Sporting Kansas City,3,2,Columbus Crew,0
2016,2016-07-03,New York City,2,0,New York Red Bulls,0
2016,2016-07-04,Los Angeles Galaxy,2,0,Vancouver Whitecaps,0
2016,2016-07-04,Colorado Rapids,0,0,Portland Timbers,0
2016,2016-07-04,FC Dallas,4,0,Orlando City,0
2016,2016-07-06,New England Revolution,0,1,New York City,0
2016,2016-07-08,San Jose Earthquakes,0,1,FC Dallas,0
2016,2016-07-08,Orlando City,0,0,Houston Dynamo,0
2016,2016-07-09,Real Salt Lake,1,1,Montreal Impact,0
2016,2016-07-09,Vancouver Whitecaps,2,2,Colorado Rapids,0
2016,2016-07-09,New England Revolution,3,1,Columbus Crew,0
2016,2016-07-09,Toronto FC,1,0,Chicago Fire,0
2016,2016-07-09,Philadelphia Union,3,0,DC United,0
2016,2016-07-09,Seattle Sounders,0,1,Los Angeles Galaxy,0
2016,2016-07-10,Sporting Kansas City,3,1,New York City,0
2016,2016-07-10,New York Red Bulls,0,0,Portland Timbers,0
2016,2016-07-13,Portland Timbers,1,1,Montreal Impact,0
2016,2016-07-13,Seattle Sounders,5,0,FC Dallas,0
2016,2016-07-13,Vancouver Whitecaps,2,0,Real Salt Lake,0
2016,2016-07-13,Chicago Fire,1,0,Sporting Kansas City,0
2016,2016-07-13,New York Red Bulls,2,0,Orlando City,0
2016,2016-07-13,Columbus Crew,1,1,Toronto FC,0
2016,2016-07-15,Los Angeles Galaxy,1,0,Houston Dynamo,0
2016,2016-07-16,San Jose Earthquakes,2,1,Toronto FC,0
2016,2016-07-16,Real Salt Lake,0,0,New England Revolution,0
2016,2016-07-16,Vancouver Whitecaps,2,2,Orlando City,0
2016,2016-07-16,Colorado Rapids,1,0,Sporting Kansas City,0
2016,2016-07-16,FC Dallas,3,1,Chicago Fire,0
2016,2016-07-16,Columbus Crew,1,1,DC United,0
2016,2016-07-17,Philadelphia Union,2,2,New York Red Bulls,0
2016,2016-07-17,Montreal Impact,1,3,New York City,0
2016,2016-07-17,Portland Timbers,3,1,Seattle Sounders,0
2016,2016-07-22,Real Salt Lake,1,1,San Jose Earthquakes,0
2016,2016-07-23,Houston Dynamo,0,0,Vancouver Whitecaps,0
2016,2016-07-23,Colorado Rapids,1,1,FC Dallas,0
2016,2016-07-23,Columbus Crew,2,2,Orlando City,0
2016,2016-07-23,Montreal Impact,5,1,Philadelphia Union,0
2016,2016-07-23,New England Revolution,1,0,Chicago Fire,0
2016,2016-07-23,Toronto FC,4,1,DC United,0
2016,2016-07-23,Portland Timbers,1,2,Los Angeles Galaxy,0
2016,2016-07-24,Sporting Kansas City,3,0,Seattle Sounders,0
2016,2016-07-24,New York Red Bulls,4,1,New York City,0
2016,2016-07-30,New York City,5,1,Colorado Rapids,0
2016,2016-07-31,Houston Dynamo,1,1,San Jose Earthquakes,0
2016,2016-07-31,Orlando City,3,1,New England Revolution,0
2016,2016-07-31,Toronto FC,3,0,Columbus Crew,0
2016,2016-07-31,Chicago Fire,2,2,New York Red Bulls,0
2016,2016-07-31,Philadelphia Union,1,2,Real Salt Lake,0
2016,2016-07-31,DC United,1,1,Montreal Impact,0
2016,2016-07-31,FC Dallas,2,0,Vancouver Whitecaps,0
2016,2016-07-31,Seattle Sounders,1,1,Los Angeles Galaxy,0
2016,2016-07-31,Sporting Kansas City,1,0,Portland Timbers,0
2016,2016-08-03,Toronto FC,1,0,Real Salt Lake,0
2016,2016-08-05,San Jose Earthquakes,0,0,New York City,0
2016,2016-08-06,Real Salt Lake,3,1,Chicago Fire,0
2016,2016-08-06,Colorado Rapids,2,0,Vancouver Whitecaps,0
2016,2016-08-06,Montreal Impact,1,0,Houston Dynamo,0
2016,2016-08-06,Toronto FC,4,1,New England Revolution,0
2016,2016-08-06,DC United,2,2,Philadelphia Union,0
2016,2016-08-07,Los Angeles Galaxy,2,2,New York Red Bulls,0
2016,2016-08-07,Orlando City,1,3,Seattle Sounders,0
2016,2016-08-07,Portland Timbers,3,0,Sporting Kansas City,0
2016,2016-08-12,Vancouver Whitecaps,1,2,San Jose Earthquakes,0
2016,2016-08-13,Los Angeles Galaxy,1,1,Colorado Rapids,0
2016,2016-08-13,FC Dallas,2,2,Sporting Kansas City,0
2016,2016-08-13,DC United,2,0,Portland Timbers,0
2016,2016-08-13,Columbus Crew,3,3,New York City,0
2016,2016-08-13,New England Revolution,0,4,Philadelphia Union,0
2016,2016-08-13,New York Red Bulls,3,1,Montreal Impact,0
2016,2016-08-14,Houston Dynamo,1,1,Toronto FC,0
2016,2016-08-14,Seattle Sounders,2,1,Real Salt Lake,0
2016,2016-08-14,Chicago Fire,2,2,Orlando City,0
2016,2016-08-19,San Jose Earthquakes,1,2,Houston Dynamo,0
2016,2016-08-20,Real Salt Lake,1,0,FC Dallas,0
2016,2016-08-20,Sporting Kansas City,2,0,Vancouver Whitecaps,0
2016,2016-08-20,Colorado Rapids,0,0,Orlando City,0
2016,2016-08-20,Montreal Impact,0,3,Chicago Fire,0
2016,2016-08-20,New England Revolution,0,2,Columbus Crew,0
2016,2016-08-20,Philadelphia Union,1,3,Toronto FC,0
2016,2016-08-20,New York City,1,0,Los Angeles Galaxy,0
2016,2016-08-21,Seattle Sounders,3,1,Portland Timbers,0
2016,2016-08-21,DC United,2,2,New York Red Bulls,0
2016,2016-08-24,San Jose Earthquakes,0,0,New England Revolution,0
2016,2016-08-24,Houston Dynamo,1,1,Seattle Sounders,0
2016,2016-08-24,Chicago Fire,2,2,Los Angeles Galaxy,0
2016,2016-08-24,Columbus Crew,1,2,Philadelphia Union,0
2016,2016-08-24,Montreal Impact,1,1,DC United,0
2016,2016-08-24,Orlando City,1,2,Toronto FC,0
2016,2016-08-26,Real Salt Lake,2,1,Colorado Rapids,0
2016,2016-08-27,Los Angeles Galaxy,0,0,Vancouver Whitecaps,0
2016,2016-08-27,Houston Dynamo,1,3,FC Dallas,0
2016,2016-08-27,Columbus Crew,2,0,San Jose Earthquakes,0
2016,2016-08-27,Toronto FC,0,1,Montreal Impact,0
2016,2016-08-27,DC United,6,2,Chicago Fire,0
2016,2016-08-27,Philadelphia Union,2,0,Sporting Kansas City,0
2016,2016-08-28,Orlando City,2,1,New York City,0
2016,2016-08-28,Portland Timbers,4,2,Seattle Sounders,0
2016,2016-08-28,New York Red Bulls,1,0,New England Revolution,0
2016,2016-09-01,New York City,3,2,DC United,0
2016,2016-09-03,Los Angeles Galaxy,2,1,Columbus Crew,0
2016,2016-09-03,FC Dallas,3,1,Portland Timbers,0
2016,2016-09-03,Chicago Fire,3,0,Philadelphia Union,0
2016,2016-09-03,New England Revolution,2,0,Colorado Rapids,0
2016,2016-09-03,Vancouver Whitecaps,0,1,New York Red Bulls,0
2016,2016-09-07,Real Salt Lake,3,3,Los Angeles Galaxy,0
2016,2016-09-07,Montreal Impact,1,4,Orlando City,0
2016,2016-09-09,Sporting Kansas City,3,3,Houston Dynamo,0
2016,2016-09-10,Portland Timbers,1,0,Real Salt Lake,0
2016,2016-09-10,San Jose Earthquakes,1,1,Seattle Sounders,0
2016,2016-09-10,FC Dallas,0,1,Colorado Rapids,0
2016,2016-09-10,Chicago Fire,1,2,Toronto FC,0
2016,2016-09-10,New England Revolution,3,1,New York City,0
2016,2016-09-10,Philadelphia Union,1,1,Montreal Impact,0
2016,2016-09-10,Columbus Crew,1,3,Vancouver Whitecaps,0
2016,2016-09-11,Los Angeles Galaxy,4,2,Orlando City,0
2016,2016-09-11,New York Red Bulls,2,2,DC United,0
2016,2016-09-16,Chicago Fire,2,2,DC United,0
2016,2016-09-17,Real Salt Lake,0,1,Houston Dynamo,0
2016,2016-09-17,Colorado Rapids,0,0,San Jose Earthquakes,0
2016,2016-09-17,Montreal Impact,1,3,New England Revolution,0
2016,2016-09-17,Orlando City,1,4,Columbus Crew,0
2016,2016-09-17,New York City,2,2,FC Dallas,0
2016,2016-09-17,Portland Timbers,2,1,Philadelphia Union,0
2016,2016-09-17,Seattle Sounders,1,0,Vancouver Whitecaps,0
2016,2016-09-18,Toronto FC,3,3,New York Red Bulls,0
2016,2016-09-18,Sporting Kansas City,2,2,Los Angeles Galaxy,0
2016,2016-09-23,New York City,4,1,Chicago Fire,0
2016,2016-09-24,San Jose Earthquakes,1,2,Sporting Kansas City,0
2016,2016-09-24,Real Salt Lake,0,0,FC Dallas,0
2016,2016-09-24,Houston Dynamo,3,1,Portland Timbers,0
2016,2016-09-24,DC United,4,1,Orlando City,0
2016,2016-09-24,New York Red Bulls,1,0,Montreal Impact,0
2016,2016-09-24,Vancouver Whitecaps,3,3,Colorado Rapids,0
2016,2016-09-24,Toronto FC,1,1,Philadelphia Union,0
2016,2016-09-25,Columbus Crew,2,0,New England Revolution,0
2016,2016-09-25,Los Angeles Galaxy,2,4,Seattle Sounders,0
2016,2016-09-28,Seattle Sounders,1,0,Chicago Fire,0
2016,2016-09-28,DC United,3,0,Columbus Crew,0
2016,2016-09-28,Montreal Impact,3,1,San Jose Earthquakes,0
2016,2016-09-28,Toronto FC,0,0,Orlando City,0
2016,2016-09-30,Houston Dynamo,0,2,New York City,0
2016,2016-10-01,San Jose Earthquakes,2,1,Real Salt Lake,0
2016,2016-10-01,Colorado Rapids,1,0,Portland Timbers,0
2016,2016-10-01,FC Dallas,1,0,Los Angeles Galaxy,0
2016,2016-10-01,Columbus Crew,3,0,Chicago Fire,0
2016,2016-10-01,New England Revolution,3,1,Sporting Kansas City,0
2016,2016-10-01,Toronto FC,1,2,DC United,0
2016,2016-10-01,New York Red Bulls,3,2,Philadelphia Union,0
2016,2016-10-02,Vancouver Whitecaps,1,2,Seattle Sounders,0
2016,2016-10-02,Orlando City,0,1,Montreal Impact,0
2016,2016-10-08,Houston Dynamo,2,3,Colorado Rapids,0
2016,2016-10-12,Seattle Sounders,0,0,Houston Dynamo,0
2016,2016-10-13,Colorado Rapids,2,1,San Jose Earthquakes,0
2016,2016-10-13,Chicago Fire,2,2,Columbus Crew,0
2016,2016-10-16,FC Dallas,2,1,Seattle Sounders,0
2016,2016-10-16,Houston Dynamo,0,1,Los Angeles Galaxy,0
2016,2016-10-16,Portland Timbers,1,0,Colorado Rapids,0
2016,2016-10-16,Real Salt Lake,0,0,Sporting Kansas City,0
2016,2016-10-16,San Jose Earthquakes,0,0,Vancouver Whitecaps,0
2016,2016-10-16,Chicago Fire,2,1,New England Revolution,0
2016,2016-10-16,DC United,3,1,New York City,0
2016,2016-10-16,Montreal Impact,2,2,Toronto FC,0
2016,2016-10-16,New York Red Bulls,3,2,Columbus Crew,0
2016,2016-10-16,Philadelphia Union,0,2,Orlando City,0
2016,2016-10-23,Colorado Rapids,1,1,Houston Dynamo,0
2016,2016-10-23,Los Angeles Galaxy,0,0,FC Dallas,0
2016,2016-10-23,New England Revolution,3,0,Montreal Impact,0
2016,2016-10-23,New York City,4,1,Columbus Crew,0
2016,2016-10-23,Orlando City,4,2,DC United,0
2016,2016-10-23,Philadelphia Union,0,2,New York Red Bulls,0
2016,2016-10-23,Seattle Sounders,2,1,Real Salt Lake,0
2016,2016-10-23,Sporting Kansas City,2,0,San Jose Earthquakes,0
2016,2016-10-23,Toronto FC,3,2,Chicago Fire,0
2016,2016-10-23,Vancouver Whitecaps,4,1,Portland Timbers,0
2016,2016-10-26,Los Angeles Galaxy,3,1,Real Salt Lake,0
2016,2016-10-26,Toronto FC,3,1,Philadelphia Union,0
2016,2016-10-27,Seattle Sounders,1,0,Sporting Kansas City,0
2016,2016-10-27,DC United,2,4,Montreal Impact,0
2016,2016-10-30,Seattle Sounders,3,0,FC Dallas,0
2016,2016-10-30,Toronto FC,2,0,New York City,0
2016,2016-10-30,Los Angeles Galaxy,1,0,Colorado Rapids,0
2016,2016-10-30,Montreal Impact,1,0,New York Red Bulls,0
2016,2016-11-06,FC Dallas,2,1,Seattle Sounders,0
2016,2016-11-06,New York City,0,5,Toronto FC,0
2016,2016-11-06,New York Red Bulls,1,2,Montreal Impact,0
2016,2016-11-06,Colorado Rapids,2,0,Los Angeles Galaxy,1
2016,2016-11-22,Seattle Sounders,2,1,Colorado Rapids,0
2016,2016-11-22,Montreal Impact,3,2,Toronto FC,0
2016,2016-11-27,Colorado Rapids,0,1,Seattle Sounders,0
2016,2016-11-30,Toronto FC,5,2,Montreal Impact,1
2016,2016-12-10,Toronto FC,0,1,Seattle Sounders,1
2017,2017-03-03,Portland Timbers,5,1,Minnesota,0
2017,2017-03-04,San Jose Earthquakes,1,0,Montreal Impact,0
2017,2017-03-04,Houston Dynamo,2,1,Seattle Sounders,0
2017,2017-03-04,DC United,0,0,Sporting Kansas City,0
2017,2017-03-04,Colorado Rapids,1,0,New England Revolution,0
2017,2017-03-04,Real Salt Lake,0,0,Toronto FC,0
2017,2017-03-04,Los Angeles Galaxy,1,2,FC Dallas,0
2017,2017-03-04,Columbus Crew,1,1,Chicago Fire,0
2017,2017-03-05,Vancouver Whitecaps,0,0,Philadelphia Union,0
2017,2017-03-05,Atlanta United,1,2,New York Red Bulls,0
2017,2017-03-05,Orlando City,1,0,New York City,0
2017,2017-03-11,San Jose Earthquakes,3,2,Vancouver Whitecaps,0
2017,2017-03-11,Sporting Kansas City,0,0,FC Dallas,0
2017,2017-03-11,Houston Dynamo,3,1,Columbus Crew,0
2017,2017-03-11,Montreal Impact,2,2,Seattle Sounders,0
2017,2017-03-11,Philadelphia Union,2,2,Toronto FC,0
2017,2017-03-11,New York Red Bulls,1,0,Colorado Rapids,0
2017,2017-03-11,Chicago Fire,2,0,Real Salt Lake,0
2017,2017-03-12,Los Angeles Galaxy,0,1,Portland Timbers,0
2017,2017-03-12,Minnesota,1,6,Atlanta United,0
2017,2017-03-12,New York City,4,0,DC United,0
2017,2017-03-18,Portland Timbers,4,2,Houston Dynamo,0
2017,2017-03-18,Real Salt Lake,1,2,Los Angeles Galaxy,0
2017,2017-03-18,Colorado Rapids,2,2,Minnesota,0
